Index	Name	Author	FileName	Tags	Dependencies	URL
18	Dynamic Sidebar	Caites	dynamicsidebar_1e649013-e371-9-0qxh.pak		ImpUI (ImprovedUI)	
19	Trade With Anyone	Caites	TradeWithAnyone_64e3f7e5-8157-e330-bf89-c97c52fd8894.pak			https://www.nexusmods.com/baldursgate3/mods/2082
20	 .⋆｡˚✭˚｡⋆ . ✦ .⋆｡˚✭˚ ☾  03 ⋆ UI ⋆ Caites' Better Inventory UI  ☽ ˚✭˚｡⋆. ✦ . ⋆｡˚✭˚｡⋆. ｡˚✭˚｡⋆ ˚✭˚｡⋆. 	Astralities	ASTRL_Dividers_UI_Caites_BetterInventory_218920c5-43d4-4cfc-862a-adde552fa25f.pak			
21	Better Inventory UI	Caites	betterinventoryui_6b585be8-ed7-bplo.pak			
22	AddonBetterInventoryUI	Caites	addonbetterinventoryui_8c7d340-3bzc.pak			https://www.nexusmods.com/baldursgate3/mods/4597
23	 .⋆｡˚✭˚｡⋆ . ✦ .⋆｡˚✭˚ ☾  05 ⋆ UI ⋆ Other  ☽ ˚✭˚｡⋆. ✦ . ⋆｡˚✭˚｡⋆. ｡˚✭˚｡⋆ ˚✭˚｡⋆. 	Astralities	ASTRL_Dividers_UI_Other_a6da7f59-e112-43bf-bdb0-ddfe326f0cc6.pak			
24	Alchemy Better Descriptions	SwissFred	alchemybetterdescription_961fe-ayzk.pak		GustavX	
25	EnhancedWorldTooltips	Noxis	enhancedworldtooltips_b8efd00b-7ugr.pak			
Override	Goon's Immersive Loading Screen Hints	Goonsack	Goon's Immersive Loading Screen Hints_eb9d18c5-a855-4d91-bda2-d38c45020086.pak			https://www.nexusmods.com/baldursgate3/mods/7644
27	Know Your Roll	chris	Wurfanzeige_41210bf5-af86-41dc-9d2f-6d8a655386e5.pak			https://www.nexusmods.com/baldursgate3/mods/24682
28	ProgressionPreview	wtfbengt	ProgressionPreview_26e7658b-ae40-46f2-b032-405e2fb09719.pak			https://www.nexusmods.com/baldursgate3/mods/20193
29	Reaction Points on Hotbar	Goonsack	Reaction Points on Hotbar_1d9e3933-c7fb-4ad2-af44-c8a3e3bf021f.pak			
30	Sensible Mod Info	Nzx	SensibleModInfo_a094bf38-22df-435d-84cd-04f07106caec.pak			https://www.nexusmods.com/baldursgate3/mods/24614
31	Skip Intro	Saigofu	Skip Intro_54f21e4c-1c36-4f04-8ddd-87c49bdb5490.pak			https://www.nexusmods.com/baldursgate3/mods/16665
32	SpellListSorter	wesslen	SpellListSorter_71f4c896-045d-4bb9-b7ad-55f1332b61d2.pak			https://www.nexusmods.com/baldursgate3/mods/9608
33	Target Markers	Pyxel	targetmarkers_9bdf0097-a734-05-djxi.pak		GustavDev	
34	Yet Another UI	Saigofu	Yet Another UI_368dc49c-018b-4374-90b8-90e2d92223d7.pak		GustavDev	https://www.nexusmods.com/baldursgate3/mods/24858
35	 .⋆｡˚✭˚｡⋆ . ✦ .⋆｡˚✭˚ ☾  06 ⋆ CATEGORY ⋆ LIBRARY MODS  ☽ ˚✭˚｡⋆. ✦ . ⋆｡˚✭˚｡⋆. ｡˚✭˚｡⋆ ˚✭˚｡⋆. 	Astralities	ASTRL_Dividers_Libraries_245bbbbc-6802-4144-94c2-c431f3c9cb98.pak			
36	 BetterLoot	Drake0713	BetterLoot_38b948b8-017e-4f22-8738-9cd20d369c29.pak			https://www.nexusmods.com/baldursgate3/mods/1398
37	BetterLootLR	Drake0713	BetterLootLR_0f9ee7cd-b1c4-4266-9bd5-8793357c1f5a.pak			https://www.nexusmods.com/baldursgate3/mods/1398
38	 .⋆｡˚✭˚｡⋆ . ✦ .⋆｡˚✭˚ ☾  07 ⋆ Libraries ⋆ Volition Cabinet  ☽ ˚✭˚｡⋆. ✦ . ⋆｡˚✭˚｡⋆. ｡˚✭˚｡⋆ ˚✭˚｡⋆. 	Astralities	ASTRL_Dividers_Libraries_Volitio_078d9b80-223d-4935-8b86-1dc7f20ba6af.pak			
39	VolitionCabinet	Volitio	VolitionCabinet_f97b43be-7398-4ea5-8fe2-be7eb3d4b5ca.pak	Core, Library		https://www.nexusmods.com/baldursgate3/mods/7676
40	 .⋆｡˚✭˚｡⋆ . ✦ .⋆｡˚✭˚ ☾  08 ⋆ Libraries ⋆ Community Library  ☽ ˚✭˚｡⋆. ✦ . ⋆｡˚✭˚｡⋆. ｡˚✭˚｡⋆ ˚✭˚｡⋆. 	Astralities	ASTRL_Dividers_Libraries_CommunityLibrary_8fcef397-1c33-423d-a32b-2ae8b2e16d7b.pak			
41	CommunityLibrary	BG3 Community	CommunityLibrary_396c5966-09b0-40a1-af3f-93a5e9ce71c0.pak	API, CMTY, Core, Library		https://www.nexusmods.com/baldursgate3/mods/1333
42	 .⋆｡˚✭˚｡⋆ . ✦ .⋆｡˚✭˚ ☾  10 ⋆ Libraries ⋆ Textures & Materials  ☽ ˚✭˚｡⋆. ✦ . ⋆｡˚✭˚｡⋆. ｡˚✭˚｡⋆ ˚✭˚｡⋆. 	Astralities	ASTRL_Dividers_Libraries_Textures_9025e352-fe43-4eff-a3cc-5b75c0087201.pak			
43	COLORS - Custom Rarities	For_Kiramay	colorsnewrarities_91a2adb5-b30-8olw.pak		GustavX	https://www.nexusmods.com/baldursgate3/mods/22418
44	 .⋆｡˚✭˚｡⋆ . ✦ .⋆｡˚✭˚ ☾  12 ⋆ Libraries ⋆ Other  ☽ ˚✭˚｡⋆. ✦ . ⋆｡˚✭˚｡⋆. ｡˚✭˚｡⋆ ˚✭˚｡⋆. 	Astralities	ASTRL_Dividers_Libraries_Others_0827cdda-00c6-420d-aae5-c688d489b6a1.pak			
45	DART (Dialogue and Reactivity Tags) Framework	Cheek	DART_65e55feb-aada-4fec-821f-7d913e9b4d82.pak			
46	Goon's Library	Goonsack	Goon's Library_07fbc2f1-f359-4b9d-b243-fe28bd783e4c.pak		MusicPerformWorkaround	https://www.nexusmods.com/baldursgate3/mods/12834
47	Spells Extra - Library	Lumaterian	Spells Extra - Library_7a3e31e4-502b-43d7-915c-53c58860fa30.pak			https://www.nexusmods.com/baldursgate3/mods/11291
48	Spells Extra - Lists	Lumaterian	Spells Extra - Lists_4fb62f6a-95f4-470a-bb4e-f8df0f6d6c2e.pak			https://www.nexusmods.com/baldursgate3/mods/11291
49	StarkMeiProbe	Stark	StarkMeiProbe_aa11bb22-cc33-4d44-8e55-ff6677889900.pak	Core, Icons, Library, Modder's Resource, Textures, VFX		https://www.nexusmods.com/baldursgate3/mods/23848
50	TagFramework	BG3-Community-Team	TagFramework_2cba831e-bc5e-4ed5-b831-b5c4580b02b0.pak	Template		https://www.nexusmods.com/baldursgate3/mods/6545
