Index	Name	Author	FileName	Tags	Dependencies	URL
29	♡ Mantis' Preset Collection [VOL. II]	♡ Mantis	MantisVOLII_c35ceb21-ede6-43a4-8d6b-2b9a5e3ecdb2.pak			
30	♡ MANTIS X CEDASTARIONS Lord of the Rings Collection	♡ Mantis	MantisLOTR_0cc7e06b-9a5f-4f8a-b1f5-cb2afa53e6ad.pak			
31	Koralina's Aesthetics - Head Collection	Koralina	CK_Heads_7616f854-3d6d-45b2-a8fd-58324babaa54.pak			
32	Myky's Heads	myky	Mykys_Heads_56f43956-b1cb-43c6-badc-782c1e0def0f.pak			
33	Myky's Heads - EotB Patch	myky	Mykys_Heads_EotB_6861c4bd-5dcb-466b-892d-db9f3ed5a805.pak			
34	Another Face for Laezel	bk0n9	AnotherFaceforLaezel_f1890314-1b79-40ae-9055-3036196645bd.pak			
35	HW_HeadEdits	HeartsWires	HW_HeadEdits_0b051a3d-3f8e-4f12-a6df-a2feca729327.pak			
36	LazyHeads	LazyIcarus	LazyHeads_840e1a86-df25-4f31-b60e-a0f009fe142a.pak			
37	Loulette New Heads	Loulette	Loulette_New_Heads_858e5621-d625-6b87-5b0b-954c0f95f969.pak		DiceSet_01, DiceSet_02, DiceSet_03, DiceSet_06, MainUI, ModBrowser, SharedDev, Gustav, GustavDev, ImpUI (ImprovedUI)	
38	ChaoticNeuThrall Head Pack	ChaoticNeuThrall	ChaoticNeuThrallHeads_31c118e8-d0ce-42b3-85ad-3f07b5466310.pak			
Override	Patches_for_VFX_Heads	Padme4000	Patches_for_VFX_Heads_91bb3015-e00e-4263-b88d-a2e54b0f8424.pak			
40	Ghouls Custom Piercings	Ghouls0Rules	Ghouls_Custom_Piercings_49f60f92-cde9-4621-aeae-7a5c9d412c03.pak			
41	ASTRL Fantasy Skintones	Astralities	ASTRLfantasyskintones_78537082-46a0-42c7-a718-d2dc9950cfdd.pak			
42	ASTRL Natural Skintones	Astralities	ASTRLnaturalskintones_af7f742c-c484-441e-8d06-eda735233068.pak			
43	Half-Tiefs - Flora and Fauna (Custom Horn Pack)	labotor	TieflingHybrids_FF_69919c1f-7e1c-4abc-807c-40e0b747e36d.pak			
44	Alternate Horns for Tieflings	e_resh	Alt_Horns_for_Tiefs(2.0.1).pak		GustavDev	
45	Glitzy Horns	Volno	GlitzyHorns.pak		GustavDev	
46	ASTRL Hair Color Supplement	Astralities	ASTRLhaircolors_525600ac-ca07-4745-a5bc-0a620975e2f3.pak			
47	ASTRL Feywild Eyes	Astralities	ASTRLfeywildeyes_e6eb4b0f-a921-4632-b324-05c0619fcdc1.pak			
48	ASTRL Hair Color Collection	Astralities	ASTRLhaircolorsv2_7a741e61-cf7c-46cc-b1b5-b67fbefd2ff4.pak			
49	ASTRL Hair Color Compatibility Patch	Astralities	ASTRLhaircolorscompatibility_2abc5f1e-d0a9-4cbd-b859-b738a4bbb59c.pak			
50	Tasha's Cauldron of Hairstyles	TashaWeeds	Tasha's_Hairs_22a5106e-1ca0-4fd4-8814-18fad02e8d44.pak			
51	Tav's Hair Salon - Tav's Hairpack	Toarie	DFHairPack_da0b99ca-4406-49c1-bef9-3a08621280a2.pak			
52	Tav's Hairpack - Icon Patch	perseidipity	THSIconPatch_bfad4cdb-0b02-435a-96c7-06c0f6533055.pak		Tav's Hairpack	
53	EotB Main - EyesOfTheBeholder	labotor	EyesOfTheBeholder_00956b6f-8b55-4879-bd46-68d1ba7ef31b.pak			
54	EotB Eye Preset - BlindEyes	labotor	BlindEyes_d04c0ba4-0304-483a-917e-90d982c80e11.pak			
55	xx Head HEL	csxx520	xx_HEL_Head_8377a991-ae75-4286-8841-a9be74aada4d.pak			
56	P4 Horn, Makeup, Lip and Tattoo Colours	Padme4000	P4_CC_Colours_272fdafb-1322-4c19-97da-795a3e12ad98.pak		GustavDev, GustavX	
57	Kylin's Horns	kylin3	Kylin_Horns_a952bb44-2cb5-4e6a-ad7b-b431a2249129.pak			
58	PseudoKociaras' Horns	PseudoKociara	PseudoKociaras'_Horns_c1d7f569-acb3-4c91-8f67-c1e778bfdf62.pak			
59	Horns of Faerûn	Aloija	Aloija_New_Horns_192f57e4-a961-47be-ab94-e70042f9d211.pak			
60	Horns of Faerun Modded Races Patch	Padme4000	horns_of_faerun_patch_cfed36c5-82d2-41c3-a287-f679e96b4ca0.pak			
61	Silver's Hair Pack	Silver	Silver_HairPack_1fd44eaf-a4d2-4de4-9560-51a0c8a63987.pak			
62	Silver's Hair Pack 2	Silver	Silver_HairPack2_c56e4b79-3bf3-446b-b06b-27dc86337663.pak			
63	Tasha's Cauldron of Hairstyles Pack 2	TashaWeeds	Tasha's_Hairs_2_1ccb0216-5a79-4ce6-85e0-a144fc105b9f.pak			
64	Ellian's hair	hijimare	Hiji_Hair_139c922a-7657-4514-b393-0f08e992c985.pak			
65	Honey's Hair Kitchen	HoneyWhite	HairKitchen_2f1c1686-feaf-4ea4-af2c-13085f056ec4.pak			
66	Honey's Hair Kitchen - Hotfix	HoneyWhite	HairKitchenHotfix_94940350-aee8-46fe-900d-fdbd1963a03a.pak			
67	Vessnelle_Hair1	Vessnelle	Vessnelle_Hair1_54ebec6c-00ce-48e1-8b75-53b6b72ecc3a.pak			
68	Vessnelle_Hair2	Vessnelle	Vessnelle_Hair2_d357aca8-e222-4c09-8b49-54354405502e.pak			
69	Vessnelle_Hair3	Vessnelle	Vessnelle_Hair3_fb9c340a-771a-46e8-bc7c-0d40b80c1885.pak			
70	Vessnelle_Hair4	Vessnelle	Vessnelle_Hair4_7661f2db-28a1-44d0-a52a-9485cf9019eb.pak			
71	more_dreads_n_curls_hairstyles	Bububull	Afro_hair_A_52ee7123-bbe3-4f8a-bd62-04327b406cab.pak			
72	more Dreads and curly hairpack 02	Bububull	dreads_n_curls_pack02_67c540ea-c73d-4b55-b70f-6151f1f09aa0.pak			
73	Mythral accessories	hijimare	Mythral_accessories_a5afa0cb-6ec5-409c-a6ee-ed3409321ecc.pak			
74	Noira_Piercing_Improvement	NoiraFayn	Noira_PI_64c12c9f-b7cc-4f4b-b812-e196fb831fb7.pak			
75	AppearanceEditEnhanced	Eralyne	AppearanceEditEnhanced_7b8366bd-abc1-4f9f-ba9d-585549b4a750.pak	Customization, Utility	GustavDev	
76	AppearanceEditOrigins	Eralyne	AppearanceEditOrigins_60de8215-7e9f-4cb6-9763-05aa6aecf257.pak	Customization, Utility		
77	NoRomanceLimit	wilhelmw	NoRomanceLimit_726b130c-6139-11ee-8c99-0242ac120092.pak			
Override	A Visit with Volo - Gale	Yveslight	AVWV_Gale_dc80c0a0-377e-411e-8838-f9a6d25c3745.pak			
Override	MOXI_Aeries_Gale_Dekarios	Moxi	MOXI_Aeries_Gale_Dekarios_719e7b68-4847-4b2a-bef7-32ffc2d8ff66.pak			
80	NF_0_GaleBeardFix	NoiraFayn	NF_GaleBeardFix_d67a8854-3302-6327-b1d0-9934b4bd50bc.pak		GustavX	
81	NF_1_GaleBeardFixPatch	NoiraFayn	NF_GaleBeardFixPatch_d5cd6ca4-4a53-1244-df8d-3dbb4ed1ad67.pak		DiceSet_01, DiceSet_02, DiceSet_03, DiceSet_06, MainUI, ModBrowser, PhotoMode, CrossplayUI, Gustav, GustavDev, GustavX	
82	NF_2_GalePiercings	NoiraFayn	NF_GalePrc.pak		DiceSet_01, DiceSet_02, DiceSet_03, DiceSet_06, MainUI, ModBrowser, PhotoMode, CrossplayUI, Gustav, GustavDev, GustavX	
83	NF_3_Physics_Piercing_Gale	NoiraFayn	NF_PhysicsPIGale.pak		DiceSet_01, DiceSet_02, DiceSet_03, DiceSet_06, MainUI, ModBrowser, PhotoMode, CrossplayUI, Gustav, GustavDev, GustavX, NF_2_GalePiercings	
84	Kylin's Piercings	kylin3	Kylin_Piercings_ec1b65ea-36e9-4469-b01c-07b346a36500.pak			
85	Jerinski_Piercing-Edits	jerinski	jerinski_piercingedits_0cfd5279-f569-4466-9c80-5e78c3a34c11.pak			
86	WrinkleMapeSmoothn	CommanderStrawberry	WrinkleMapeSmoothn_e8c6faa2-6f45-42f6-9529-4188dcd70f14.pak			
87	Fancy Camp Clothes	pooteeweet	PTW_Camp_Gear_9200b207-328e-4432-98e8-88a6cd735511.pak			
88	John Zyxx's Astral Dice	John Zyxx	AstralDice_ad8785cd-a00e-3365-0029-4ff66600d48c.pak		GustavDev	
89	John Zyxx's Eldritch Fire Dice Set	John Zyxx	EldritchFire_20ac53ee-0ceb-ad38-5add-73fcf0730b47.pak		GustavDev	
90	John Zyxx's Faerie Fire Dice Set	John Zyxx	FaerieFire_0b659105-1f9a-25a3-da18-b35216d295f9.pak		GustavDev	
91	John Zyxx's Ghost Fire Dice Set	John Zyxx	GhostFire_8d3f6b3d-c9a9-cd20-19ad-2881cc4a5521.pak		GustavDev	
92	John Zyxx's Sacred Fire Dice Set	John Zyxx	SacredFire_5652d179-821c-e21e-bf7b-ea4031071c40.pak		GustavDev	
93	JohnZyxx's Galaxy Dice Set	JohnZyxx	GalaxyDice_cdefdf94-642a-42ba-ade7-e8a1ad83d8c7.pak			
94	Aether's Rose Gold Die	Aetherpoint	AethersRoseGoldDie_8e1a6ccf-78d5-4a6f-b478-530bab71b04e.pak			
95	Ice Dice	Palmaman33	Ice_Dice_0007c8ec-aec3-4cfc-9177-633ebc56f87c.pak			
96	Cloud Dice	Lisannissan	Clouds_56804c4a-5cad-40ed-91e0-45beef7c69e7.pak			
97	Cold Crystal Dice	RubenLime	IceDice_92f24c30-9848-4fa6-9428-89c3190caf5e.pak			
98	EilistraeeDice		EilistraeeDice_3c77514b-7df9-c676-2bd5-10acd5dad7f9.pak		GustavDev	
99	Infernal Dice	SeanConnorX0	MagDice_748889fd-8ef9-4241-912b-b89b2d957589.pak			
100	Lesbian (WLW) Flag Dice	Frozenoj	WLWDice_70fc4b47-8298-4b7d-8e47-730c972a5fce.pak			
101	Leather N' Bone Dice	RubenLime	bonedie_30686a3e-f413-4e79-be69-cc5955fdcc84.pak			
102	Lolth Dice	EllieGreenArt	LolthDice_ee78b4f6-6543-2905-93a5-f4d1eeaf381d.pak		GustavDev	
103	Magma1	dimetequiero	Magma1_215b9cc2-3d2f-46e3-b6ed-ba73dae3f83b.pak			
104	Magma2	dimetequiero	Magma2_9928c8ec-7249-4aba-8cb2-1f0ad2361157.pak			
105	Magmatic Hell	Gonzy42	Magmatic Hell_d6d6cd53-f648-4adc-9282-f29de4c214a0.pak			
106	Mango Prism Dice	EllieGreenArt	MangoPrismDice_31420378-47f1-4d3d-b9ae-e446200db6b4.pak			
107	MLM Flag Dice	Frozenoj	MLMDice_ed3cc572-a53a-4675-9c1c-5161ee24dbdc.pak			
108	Moonlilia's Mystral Magic	Moonlilia	Mystral Magic_83de63c7-6242-470c-8456-a7d73b6cfde5.pak			
109	Moonmaiden's Favor 	SeanConnerX0	SeluneAltDice_4e802d57-8064-4238-88d8-3f6d6523d3d6.pak			
110	MorningLordDice		MorningLordDice_b5fe1bc8-fec3-92ee-afbb-eaf84ef0264a.pak		GustavDev	
111	Nonbinary Flag Dice	Frozenoj	EnbyDice_fee2f74d-c48a-4ffb-816a-13f774703716.pak			
112	Old English Dice	RubenLime	Old English Dice_874329a2-b1fc-4ff7-8e75-a940a317e025.pak			
113	Shadowheart's Twilight Dice	Jenevelle Hallowleaf	ShadowheartTwilightDice_bc444d2e-16c1-4206-8a93-eb783064b067.pak			
114	StarredSky	dimetequiero	StarredSky_247c5bf0-72dc-4b4a-8601-7c04a082bb57.pak			
115	OrangePastel	Anec	OrangePastel_b9a2c983-9bfa-48ce-b470-0ff77ef63207.pak			
116	Sunset Prism Dice	EllieGreenArt	Sunset Prism_ea61d7c0-349a-4064-a467-c658b237aa2e.pak			
117	SharDice		SharDice_da3a7a5c-aee6-42f1-16f3-ac8dd0568dd2.pak		GustavDev	
118	Simple Watermelon Dice	Magnetuning	MGNTN_WatermelonDice_c73b8909-314e-409d-aa27-ba5a8da1cbb1.pak			
119	PastelDice	PastelDice	PastelDice_3168ecc2-5147-432c-8178-bf9a39669d52.pak			
120	PathofNightmaresDice		PathofNightmaresDice_2c7ce694-2d08-1cfc-3ee1-4aa94d7be731.pak		GustavDev	
121	Pink Crystal with Hearts Dice	Lisannissan	PinkCrystalwithHearts_a0f1dd4d-91f1-4eab-9e6a-f02b8880f0db.pak			
122	Pink Hearts Dice	Lisannissan	PinkHearts_7455639a-69a8-4f00-b8af-24867d1d35a4.pak			
123	Pinkpastel	Anec	Pinkpastel_f7e9b086-250e-4ab8-96fd-b9a5bc222787.pak			
124	Aetheryte Dice	EllieGreenArt	AetheryteDice_b0baeadd-3032-4579-b4fe-149f582ee531.pak			
125	Algae Bloom Prism Dice	EllieGreenArt	AlgaeBloomPrism_eb5d3dec-a4b3-4f9a-b4be-043d029d095a.pak			
126	Amethyst Dice	Crystallis	AmethystDice_44fa5e9e-4630-44d4-8fe1-0457fac7614c.pak			
127	Arcane Dice Set	SeanConnorX0	ArcaneDice_e222094b-b5f6-4173-b7a0-0b119f296b39.pak			
128	Arcane Jinx Die!	Jinx, durr	JinxArcaneDice_97e63035-0afb-4627-bad0-0568c8837d53.pak			
129	Golden Death Dice	RubenLime	Goldendeath_ee606255-e4a4-496a-8497-1ca38af7d3fb.pak			
130	Ace Flag Dice	Frozenoj	AceDice_9629ae42-1781-4d13-a95a-5c5b860ecaa6.pak			
131	Diamond Dice	Anec	anecDice_3316f1e0-9ed2-4493-967e-80a3a826c72e.pak			
132	Blueberry Bliss Dice	 MentalHygiene	BlueberryBliss_79beb0c1-340d-45ea-b112-569a7df9f2e7.pak			
133	Glassy Gleam Dice	 MentalHygiene	GlassyGleam_42273b05-58d8-4fc1-a1e6-16d034c7d828.pak			
134	Bisexual Flag Dice	Frozenoj	BiDice_3e7cae0f-754e-4d50-aea9-b94e9b26d613.pak			
135	Blue Silk Dice with hearts	Lisannissan	Blue Silk Dice with hearts_358f5c02-84d0-4e9e-83c1-fed8230e99d0.pak			
136	BluePastel	Anec	BluePastel_58931f8f-5b11-45cb-b896-134a6447be27.pak			
137	BoneSkull	dimetequiero	BoneSkull_43a6eb9f-b518-424d-8a60-054e6b73f6a3.pak			
138	Blood Aetheryte Dice	EllieGreenArt	BloodAetheryte_c9c5fef3-37b5-40d0-9f1c-93b2b086c14c.pak			
139	CheckersGold	dimetequiero	CheckersGold_751e00d8-ef3f-432d-b93f-88da3f222a10.pak			
140	Crescent Brother Dice	EllieGreenArt	CrescentBrotherDice_bb41eb55-ff01-52a2-5373-82ff13d60287.pak		GustavDev	
141	Dark Justiciar Dice	RubenLime	Dark Just dice_6eaf9c0e-3935-4441-8699-f013501d6ba3.pak			
142	Dice Galaxy Nebula	dimetequiero	NBL WB_56714631-494f-4da7-919f-4149b2d13d96.pak			
143	Dice Nature - Blue	dimetequiero	Dice Nature - Blue_7e5eda56-6669-4eea-ac7d-d0489ba853d8.pak			
144	Dice Nature - Emerald Green	dimetequiero	Dice Nature - Emerald Green_3371b879-76b9-4fb0-8bd8-dddb90f4d2a3.pak			
145	Dice Nature - Green	dimetequiero	Dice Nature - Green_a4c7b0cd-e56b-416c-b78b-f343db7647d6.pak			
146	Dice Nature - Pink	dimetequiero	Dice Nature - Pink_629b2cf0-01dd-4583-8bdc-8985584879c8.pak			
147	Dice Nature - Red	dimetequiero	Dice Nature - Red_f0f41f9e-da86-436d-a1d1-1196ce55bac7.pak			
148	Dice Nature - Yellow	dimetequiero	Dice Nature - Yellow_f91f602f-57d0-405a-aa91-969f3c7e76ef.pak			
149	Ghost Cage Dice	Kreiyu	ghost cage_7c70c137-7a4f-4b74-b851-b52abd177b25.pak			
150	Grape Lime Rickey Dice	Kreiyu	grapelimerickey_a3fc9aa6-c55d-4822-b4cf-1b00f001ee23.pak			
151	Green Stained Glass Dice	EllieGreenArt	GreenStainedGlassDice_4c9a2c08-38f2-4765-8a53-a22f40b65e22.pak			
152	Greenpastel	Anec	GreenPastel_7882b45c-0032-4131-ab57-8dd8a6ae13c6.pak			
153	GruumshDice		GruumshDice_dcc03242-e99a-f4ae-64ee-1c104ec23028.pak		GustavDev	
154	Happy Face Dice	Lisannissan	HappyFaceDice_d5d85426-dcaa-41be-953e-ce8beaa024cd.pak			
155	DolorDice		DolorDice_5460b44e-2bf7-473d-288d-c9439b60b512.pak		GustavDev	
156	FeywildDice	EllieGreenArt	FeywildDice_5cd5cdb0-382e-b5b5-1781-1eb3eb630ca3.pak		GustavDev	
157	FireballDice		FireballDice_e6daee50-3c37-bf3c-9f42-ef727dc23cbb.pak		GustavDev	
158	Emerald Dice	Palmaman33	EmeraldDice_ce2756fd-b970-4bc3-a865-628318629b56.pak			
159	Lavender haze dice	 MentalHygiene	LavenderHaze_84e98e22-75c5-4f1e-a868-ca52c3b19fb7.pak			
160	Aurora Borealis Dice	lunarRaven91	AuroraBorealisDice_a8ce38a9-2753-45db-912f-bc479ab272ea.pak			
161	BahamutDice		BahamutDice_278522b6-45bb-e3e5-369a-4eb9db133d57.pak		GustavDev	
162	BaneDice		BaneDice_34e144ba-c4b5-5ab2-06b0-f288ad6fb729.pak		GustavDev	
163	Lilac Cream Dice	 MentalHygiene	LilacCream_4b4a5142-42b1-41a6-9b35-63f991dbf20e.pak			
164	Mellow Mint Dice	 MentalHygiene	MellowMint_35aa9457-14c8-4cb7-9251-b04ccd0a2bd7.pak			
165	Pink Luminary Dice	 MentalHygiene	PinkLuminary_e6e87aa2-5baa-4d9d-887e-f48d4eacd196.pak			
166	Pink Milk Dice	 MentalHygiene	PinkMilk_dd5796ec-a5d3-4a48-938c-c1e359e0e870.pak			
167	Raspberry Crystal	 MentalHygiene	RaspberryCrystal_74b6bfc1-dd7c-4a5c-a148-f64f9aeb6213.pak			
168	Rose Crown Dice	 MentalHygiene	RoseCrown_19cf3023-b22b-46ce-b2aa-357aa26f7d20.pak			
169	Iridescent Pastel Dice	Lisannissan	IridescentPastel_37c66f75-bd2e-4530-9be3-1fc82338aeaa.pak			
170	Iridescent Pastel Heart Ver	Lisannissan	IridescentPastelHeartVer_0f2219ac-4d62-4a99-9fc2-cd7bb77e10ab.pak			
171	Iridescent Pearl Dice	EllieGreenArt	IridescentPearlDice_4270d77d-5448-d88d-4d2b-dd1649b9f9f4.pak		GustavDev	
172	ContainedMagic	dimetequiero	ContainedMagic_6127cc5c-a74f-4e34-a308-456c946db00b.pak			
173	Hellish	dimetequiero	Hellish_8657926d-dd7f-49d4-bf0f-7f8d31406af9.pak			
174	Retro Prism Dice	EllieGreenArt	RetroPrism_e63f6385-be4b-4436-bd94-82cb8c66311a.pak			
175	ElectricBlue	dimetequiero	ElectricBlue_1ddc224a-90ac-41e2-85f1-91e109ce5559.pak			
176	ElectricRed	dimetequiero	ElectricRed_f07814cd-9e02-47f4-b7bb-e9dbcf441d93.pak			
177	PlasmaBlue	dimetequiero	PlasmaBlue_312380e4-87ca-4b22-86dc-a6bfb6f8506a.pak			
178	PlasmaGreen	dimetequiero	PlasmaGreen_aac1576c-bea1-4dd0-a004-80ea2c0d08d2.pak			
179	PlasmaPurple	dimetequiero	PlasmaPurple_745e818e-0d03-43b6-840b-0bc22d5092ff.pak			
180	PlasmaRed	dimetequiero	PlasmaRed_271795c6-2548-411b-b272-c0b0fdeb6538.pak			
181	PureGold	dimetequiero	PureGold_7a8c944d-92ae-4c4e-be72-66b361b4b1cf.pak			
182	Purple Hearts Dice	Lisannissan	PurpleHearts_1356334c-5bab-4cb3-8ca3-0da49ef6d64e.pak			
183	Purplepastel	Anec	Purplepastel_f8f44d4c-4066-41ee-978c-c39ab6b6a665.pak			
184	Rainbow Prism Dice	EllieGreenArt	RainbowPrism_700e5512-9143-4dd1-a35b-f61e810e574a.pak			
185	RosymornDice		RosymornDice_a342f648-c07d-e94a-a2ae-7bcfe7a3964c.pak		GustavDev	
186	Stained Glass Dice	EllieGreenArt	SainedGlassDice_370839b8-b9f1-4a8e-b646-d00fade45d56.pak			
187	RunaDice		RunaDice_674d9c03-b747-dfe0-24c9-3238dafb5e5d.pak		GustavDev	
188	SakuraDice	TsukiSoft	SakuraDice_f209cb7a-e667-492a-858d-cda559da67a0.pak			
189	SeluneDice		SeluneDice_5feeed97-d8b8-044b-261a-e48f52497625.pak		GustavDev	
190	Selûnite Dice	SeanConnorX0	SelDice_650af4d1-ffe2-487b-8643-c14056fd8b3c.pak			
191	Underdark Dice	EllieGreenArt	UnderdarkDice_d3c8e681-6abf-9476-25a1-909e9d403477.pak		GustavDev	
192	WaterballBlue	dimetequiero	WaterballBlue_464b3617-067e-4be5-b2be-d32893a04b5a.pak			
193	WaterClear	dimetequiero	WaterClear_5e37c2c6-85c3-4296-bbac-afb886ccf3a8.pak			
194	WaveryMagicBlue	dimetequiero	WaveryMagicBlue_608c93d3-5307-4e37-9deb-6739d5688365.pak			
195	WaveryMagicRed	dimetequiero	WaveryMagicRed_1aac51a1-3534-4ad6-ba89-055aa9af2092.pak			
196	Wavy Pink Checkered Dice	Lisannissan	WavyPinkCheckers_efb22a1b-e2d6-4743-86b4-a072ba16e60c.pak			
197	Strawberry Gummy Dice	 MentalHygiene	StrawberryGummy_1fd3c66b-6952-486a-8364-d5e67c636b71.pak			
198	Ritual Misty Step	Joco	Ritual Misty Step_352b78cf-716c-4bcc-8e4f-a4365a9322de.pak			
199	Zhentarim Hideout trader sells inaccessible gear	PhyniX5	Zhentarim Hideout trader sells inaccessible gear_075d4976-8fb9-4131-97e2-9e8e9f58c306.pak			
200	Auto Use Soap	Volitio	AutoUseSoap_cabed99e-5db6-4f0d-a69f-d49e8a20e663.pak		Volition Cabinet, Mod Configuration Menu	
201	Tara	JonHinkerton	Tara_a5499b8a-0532-468e-9a11-4473d0513139.pak			
202	Skeleton Key	Faane	Skeleton_Key_c9327dea-fd58-4803-a201-27a678943ffc.pak			
203	Origin Cloaks	JonHinkerton	SignatureCloaks_9448e85f-dd88-4182-b695-39fd8c8d735b.pak			
204	HW_RandomCorset	HeartsWires	HW_RandomCorset_314520e9-036c-44c7-8ac0-fbf4f38bbff1.pak			
205	Origin Weapons	JonHinkerton	SignatureWeapons_973068ec-062c-494d-9a7f-104ef0d7f645.pak			
206	LegendaryItems	Oiff	LegendaryItems_061529e0-ddab-402e-a3ed-53caf7701290.pak			
207	LegendaryItemsLootTables1	Oiff	LegendaryItemsLootTables1_e956d624-aaf0-4fc0-8604-9b111a3c55d5.pak			
208	BasketEquipmentCampClothing	AnteMaxx	BasketEquipmentCampClothing_cffcf7ef-0b83-4ece-ad06-12a32f93e982.pak			
209	BloodOfLathanderReDivined	NukaCola069	BloodOfLathanderReDivined_c77763a2-5770-4611-8e8e-415ac06ad7d6.pak			
210	Infernal Sorceress	arideyya (tuckingfypo2)	InfernalSorceress_24d263bd-5708-466a-8b95-9200d1fbbf2b.pak			
211	Enchanted Threads	arideyya	EnchantedThreads_4c33ca00-7668-4c41-97a4-5572950da4a6.pak			
212	Carry Weight Increased 9000	Mharius	Carry Weight Increased 9000_92af0ebd-a04c-4e9c-8306-b947aac4c127.pak			
213	Arcane Aegis	arideyya	ArcaneAegis_74587bec-0499-48d1-9b6c-25c38afddbac.pak			
214	Blood Hunters Armour	arideyya	BloodHuntersArmour_8ab08dbc-9aca-414d-9ddf-3874995f9835.pak			
215	Athena's Chiton	arideyya	AthenasChiton_9d3d2e26-9fd8-45c7-a7f5-6476265e33a8.pak			
216	Dragon's Snare	arideyya	DragonsSnare_f2967dbb-9658-4af1-9ed4-f40de11006d7.pak			
