Index	Name	Author	FileName	Tags	Dependencies	URL
106	OBSC_Stella	Obscen1ty	OBSC_Stella_3981a0a1-9e62-4f4a-8b80-8dad58fe33df.pak			
107	OBSC_Twilight_Elegy	Obscen1ty	OBSC_Twilight_Elegy_fb863618-3c97-bcc1-0718-1b4989f76d1f.pak			
108	OBSC_Wild_Witchs_Delight	Obscen1ty	OBSC_Wild_Witchs_Delight_891d5367-9224-447d-973c-2d6f76c366cc.pak			
109	ONYX - Arcadia	Onyx	ONYX_Arcadia_9cfae904-da4f-665f-25c3-0d7c551063ae.pak		GustavX	
110	ONYX - Falazure	onyx	Falazure_5b6020d1-cc76-c0a3-d53b-88bae8fdef9e.pak		GustavX	
111	PK [R2] Clair Outfit [NonVT]	PseudoKociara	PK_R2_Clair_Outfit_aa5e47c9-7e5d-d5db-5bf3-a044dccfc2bc.pak			
112	PK [R2] Elegant Dress [NonVT]	PseudoKociara	PK_R2_Green_Dress_32ee55af-06f0-ab4f-c04a-1042c7a32263.pak			
113	PK [AIO2] Howling Dragon [NonVT]	PseudoKociara	PK_AIO2_Howling_Dragon_ef508807-28f8-86ee-9437-96b6f5dd93e0.pak			
114	PK Academy's Uniform [NonVT]	PseudoKociara	PK_TAL_M_Academy_Uniform_b0b65297-1539-3a73-a1d3-749b8fb5a706.pak			
115	PK Armors and Clothes	PseudoKociara	PK_Armors_N_Clothes_04b2bfdb-de2a-41e6-8798-011165cbd40e.pak			
116	PK Duskblood Set	PseudoKociara	PK_TAL_Duskblood_Garb_fffe1154-a511-d7c4-4577-e8f34ad80820.pak			
117	PK Lunar Serpent	PseudoKociara	PK_Lunar_Serpent_33709895-a21e-45db-e13f-1ed8d338bdbd.pak			
118	PK [R2] Outlaw of Darkness Outfit [NonVT]	PseudoKociara	PK_R2_Outlaw_Outfit_75ec97c6-3349-8a0f-5802-410fb3a14b51.pak			
119	PK Shadow's Set [NonVT]	PseudoKociara	PK_TAL_SA_Set_0896ed48-31d6-3534-e554-48779f3a2ade.pak			
120	PK Verso's Outfit [NonVT]	PseudoKociara	PK_EXP33_Verso_5437b4cc-c6d3-95ce-540d-ac7fc8dffc27.pak			
121	PK_BW_OBSC_TaL_Succubus_Weapons	Obscen1ty	PK_BW_OBSC_TaL_Succubus_Weapons_825868d9-6951-49f1-9a8f-5ac941ca2927.pak			
122	PK [R2] Gwen Outfit [NonVT]	PseudoKociara	PK_R2_Gwen_Outfit_514ddbf7-bd5d-4cc5-89ac-5520f0f06236.pak			
123	Ethereal Threads	arideyya	ETHEREALTHREADS_5262ebae-68b7-4360-bef2-3ef61061717e.pak			
124	Radiant Threads	arideyya	RadiantThreads_1914b275-0a2d-448e-8c2f-34e08e7eef4e.pak			
125	Rose Bard Redux	wren	RoseBardRedux_2a9d7239-bce2-433d-926b-070fb18b1226.pak			
126	Scantily Camp Outfit	Crosscrusade	SCO_73928ffc-07c0-46ac-8cf4-86a693b0cd92.pak			
127	SCO	Crosscrusade	SCO_06d09f8a-64da-3b81-a735-78f44ecef0e0.pak		GustavDev	
128	Secret Therapy	arideyya	SecretTherapy_213f3d2b-249b-4458-98c5-5b2869fc5fa8.pak			
129	Sleek Assassin	spk	Killer_323ffc2a-0efb-48ad-9578-ca27c30935a2.pak			
130	SR Legacies	SRendition	SR_Legacies_de95d823-f91d-48e3-a2aa-bbbddd109d0f.pak			
131	She Who Guides	spek7re	SeluneClericMKII_d3f56909-866b-4769-ad4d-3627b8a31cec.pak			
132	Silverwings	Askew	Silverwings_9d4adcd1-e59c-4d07-a875-b73e5d798ae1.pak			
133	Yennefer's wardrobe	bububull	Bububull_Yennefer_10ef0c70-d21b-4b11-a5f1-7fa1004d7896.pak			
134	VanillaVendors	Buck Henderson	VanillaVendors_e104391f-2485-4cd2-af73-c456429b358c.pak			
135	Extra Gear	pooteeweet	PTW_Extra_Gear_2cd6c65a-71cc-4db6-bfb2-70116ccd2b94.pak			
136	Fade's Equipment Distribution AIO	GraphicFade	xFED_AIO_af330e86-7335-b20c-ce70-6df8539d4597.pak		GustavDev, GustavX	
137	All Camp Clothes and Dyes	KatLix	lix_allcampclothesanddyesact1_-cycc.pak		GustavDev	
138	BasketEquipmentNSFW	AnteMaxx	BasketEquipmentNSFW_a9e98a1f-7a59-4b70-be39-1f69924c0b80.pak			
139	The Treasure Trove	Horizon_VP	the_treasure_trove_b0a295fe-17-1cef.pak		GustavDev	
140	--------------------------->             06 Scrolls	Saigofu	Guidelines for Load Order - Scrolls_74d313a3-42b9-4caf-9018-efca53f49c05.pak			
141	--------------------------->             07 Dyes	Saigofu	Guidelines for Load Order - Dyes_f3dc6f5f-4863-4296-a6d2-63880c3f5c04.pak			
142	Axi Dyes	axianaa	AxiDyes.pak		GustavX	
143	Draconic Dyes	RadonWolf	RW_DraconicDyes_93661131-47d9-415a-996f-a590f3d3397d.pak			
144	EngelsDyes	EngelsXIII	EngelsDyes_c3c39d3a-56a7-4d24-a335-4fe5505e3bbe.pak			
145	FaerunColors	TechRoot	FaerunColors_a669cf0b-926c-4d50-988d-59bc089a0df2.pak		GustavDev, GustavX	
146	--------------------------->             08 Cheats	Saigofu	Guidelines for Load Order - Cheats_ccd88b64-25c2-44e0-ba2f-e8a162213a5a.pak			
147	Cheaters Spell Scroll - Formerly Cheaters Ring	Xelphos	cheatersring_2d1ca631-35dd-3af-2luo.pak		GustavDev, GustavX	
148	--------------------------->             09 Spells	Saigofu	Guidelines for Load Order - Spells_cbb322a0-82c5-4b08-8f27-9ce0d6cbaf69.pak			
149	--------------------------->             10 sailorcat	Saigofu	Guidelines for Load Order - sailorcat_3b16bb7b-57c7-4277-afac-415db8949163.pak			
150	--------------------------->             11 Difficulty	Saigofu	Guidelines for Load Order - Difficulty_7fd789d3-296b-46f7-944f-86d3503c92f1.pak			
151	--------------------------->             12 Tweaks & Fixes	Saigofu	Guidelines for Load Order - Tweaks &amp; Fixes_2f4fb46e-ac7b-4c73-93f5-02550fb96053.pak			
152	BootsOfSpeedFix		BootsOfSpeedFix.pak		GustavX	
153	HoH Debtor's Attire Fix	RevolutionScribe	HoHDebtorsAttireFix_1.0.0.4.pak		GustavX	
154	LaezelShadowheartFightBugFix		LaezelShadowheartFightBugFix_f8c85580-def1-809f-c78e-1474b1a36f4b.pak		GustavX	
155	HT_Astarion Kisses Revamped	HyperspaceTowel	HT_AstarionKissesRevamped.pak		GustavDev	
156	HT_Book Club With Gale	HyperspaceTowel	Book-club-with-Gale_87cbd5af-34b2-f511-7606-93b389a09cbd.pak		GustavX	
157	HT_Sit With Astarion	HyperspaceTowel	HT_SitOnAstarionsStool_fb3240da-7a9c-e5e3-096c-17b855a169e5.pak		GustavX	
158	Bite Nights	RevolutionScribe	AstarionBiteNights_1.0.0.12.pak		MainUI, ModBrowser, PhotoMode, CrossplayUI, DiceSet_01, DiceSet_02, DiceSet_03, DiceSet_06, Gustav, GustavDev	
159	Cuddle Astarion	RevolutionScribe	CuddleSleep_1.0.0.22.pak		GustavX	
160	Various Dialogue Fixes by Kelo	Kelocena	VariousDialogueFixes_0f3fcf8c-2e4f-411e-84c3-b89a64905293.pak		GustavX	
161	Item and Spell Bug Fixes	Rydiak	ItemBugFix_010e73d5-9342-e528-eb01-8289c03ea7cb.pak		DiceSet_01, DiceSet_02, DiceSet_03, DiceSet_06, MainUI, ModBrowser, PhotoMode, CrossplayUI, Gustav, GustavDev, GustavX	
162	FlorrickIsNotDumb	valmanexus	FlorrickIsNotDumb.pak		GustavX	
163	--------------------------->             29 User Interface	Saigofu	Guidelines for Load Order - User Interface_8c0024f4-e755-4347-829c-04c50db56b6c.pak			
164	Better Containers	Caites	bettercontainers_cb42bc3a-f1d2-afwl.pak			
165	BetterTooltips	Caites and juumeijin	bettertooltips_bc1081b4-e2a9-c-esik.pak			
166	Better Target Info	Caites	bettertargetinfo_1186f940-7338-cp8j.pak		ImpUI (ImprovedUI)	
167	Better Topbar	Caites	bettertopbar_d9582df8-6eef-a75-4cx6.pak		ImpUI (ImprovedUI)	
168	Better Dyeing	Caites	betterdyeing_03b0b84a-2689-77c-3ymd.pak			
169	Better Hotbar [Vova's Edition]	Vova2112	BetterHotbar_191c52f3-07bb-f83e-e1db-bb06ea262000.pak		ImpUI (ImprovedUI)	
170	Better Inventory UI	Caites	betterinventoryui_6b585be8-ed7-bplo.pak			
171	AddonBetterInventoryUI	Caites	addonbetterinventoryui_8c7d340-3bzc.pak			
172	--------------------------->             30 Color	Saigofu	Guidelines for Load Order - Color_c3e29602-2e5b-4c2d-8c7a-cb926dc19b7e.pak			
173	EotB Main - EyesOfTheBeholder	labotor	EyesOfTheBeholder_00956b6f-8b55-4879-bd46-68d1ba7ef31b.pak			
174	EotB Extra - ExtraEyeColors	labotor	ExtraEyeColors_d7c79fa9-2f27-4800-af9b-7a50347023d6.pak			
175	EotB Eye Preset - GlowEyes	labotor	GlowEyes_36e6ca99-954c-4993-8299-546d91d7d941.pak			
176	ASTRL Feywild Eyes	Astralities	ASTRLfeywildeyes_e6eb4b0f-a921-4632-b324-05c0619fcdc1.pak			
177	CBR_Eye_Colors	Cerberry	CBR_Eye_Colors_fcdff9a1-3890-4530-905c-3503ad0a6519.pak			
178	P4_Eye_Colours	Padme4000	P4_Eye_Colours_4d200a02-3fb7-48b8-bff3-bf7bb9df00c2.pak		GustavDev	
179	NPC Eye, Skin, Hair Colours	Padme4000	P4_NPC_CC_Colours_796c7e2f-f728-4e08-8511-1ce7332527ab.pak		GustavDev	
180	ASTRL Natural Skintones	Astralities	ASTRLnaturalskintones_af7f742c-c484-441e-8d06-eda735233068.pak			
181	ASTRL Hair Color Supplement	Astralities	ASTRLhaircolors_525600ac-ca07-4745-a5bc-0a620975e2f3.pak			
182	Darker Black Hair	paaaleman	black_hair_267dbce6-3e1c-a413-46a9.pak		GustavDev	
183	--------------------------->             31 Hair	Saigofu	Guidelines for Load Order - Hair_08a12bac-ae68-4733-a0a0-e20734d33f09.pak			
184	Elledwyn_Hairstyles	Elledwyn	Elledwyn_Hairstyles_f148638d-8ffc-635d-4307-d4db40d40734.pak		DiceSet_01, DiceSet_02, DiceSet_03, DiceSet_06, MainUI, ModBrowser, PhotoMode, CrossplayUI, Gustav, GustavDev, GustavX	
185	HairUnlocked	ShaneH	hairunlocked_e4aaf48d-06ef-f53-5ohm.pak		DiceSet_01, DiceSet_02, DiceSet_03, DiceSet_06, MainUI, ModBrowser, PhotoMode, CrossplayUI, Gustav, GustavDev, GustavX	
186	more Dreads and curly hairpack 02	Bububull	dreads_n_curls_pack02_67c540ea-c73d-4b55-b70f-6151f1f09aa0.pak			
187	Myky's Hairstyles	myky	Mykys_Hairstyles_680b2b14-1663-0701-506a-c5c23c68247e.pak			
188	P4 Bangs Bangs Everywhere	Padme4000	p4_fringes_80fb12aa-1d82-4df4-af42-7beae9250fb2.pak		DiceSet_01, DiceSet_02, DiceSet_03, DiceSet_06, MainUI, ModBrowser, PhotoMode, CrossplayUI, Gustav, GustavDev, GustavX	
189	PK Hair Collection	PseudoKociara	PK_Hair_Collection_4909b11d-fa26-4fd0-8c5b-9d8612ca07db.pak			
190	PK Hair Pack	PseudoKociara	PK_Hair_Pack_ba91f18a-a172-063b-943a-b29817dff9af.pak			
191	PK [LM] Hair Pack	PseudoKociara	PK_Hair_Pack_2_cbb91964-991a-5525-e4ae-ed33a20b8d36.pak		GustavX	
192	PL_Witness_Hairstyles		PL_Witness_Hairstyles_2ae803a1-094a-b40b-4ada-bb119e6329c3.pak		GustavX	
193	PL_Fantastical_Hairstyles	Poesielibre	PL_Fantastical_Hairstyles_06ba1746-2bcf-774d-3589-6b2f58c6c2ce.pak		GustavX	
194	SGT_Hair catalog Vol.2	SweetGenerousThing	HairCatalogVol2_c15d21cb-93b6-4d38-905e-da86784bdcc7.pak			
195	SGT_Hair catalog Vol.3	SweetGenerousThing	HairCatalogPt3_f01989fc-8bb1-4ff0-a040-e1caab9f1291.pak			
196	Tav's Hair Salon	Toarie	DFHairPack_da0b99ca-4406-49c1-bef9-3a08621280a2.pak		GustavX	
197	Tepkunset Hair Collection	tepkunset	HairCollection_57b22f40-4886-91a0-7f70-8fec6275e773.pak		GustavX	
198	Tepkunset Hair Collection Vol 2	Tepkunset	HairCollectionVol2_11b2f187-64d8-430e-0eff-6be2e4e9c9fb.pak		GustavX	
199	Vessnelle_Hair2	Vessnelle	Vessnelle_Hair2_d357aca8-e222-4c09-8b49-54354405502e.pak			
200	Vessnelle_Hair3	Vessnelle	Vessnelle_Hair3_fb9c340a-771a-46e8-bc7c-0d40b80c1885.pak			
201	WWM Hairstyles T2/T4	suro	suro_wuxia_0a0312a7-6656-4596-a23f-a9be52d9bb40.pak			
202	softer hair and beard	something	softer hair and beard_3d96b5d0-aa63-48ba-bff3-cfddbc20d2d7.pak			
