Index	Name	Author	FileName	Tags	Dependencies	URL
17	VariousPassives_Icon_FIX	Naixee	Variouspassives Icon Fix 8068def9-3f01-118e-B0b4-9dcdb3bc0a28.pak		GustavX	
18	Vanilla Missing Icons	Kilay	Ethel_Boon_db8e3e9e-e4f7-4bee-a808-70c2be8151ba.pak			
19	Better Disguise Self Icons - Gender Colored	Silver, loregamer	DisguiseSelfImproved_596fa4ca-8423-4710-b91a-285ffdfc4381.pak			
20	Custom Subclass Icons	Dragonify	SubclassIcon_f26ba921-5f61-45ec-9235-4ae836a42f88.pak			
21	Better Hex Icons	mod creator name	BetterHexIcons_8b493770-f523-4ede-9037-ceed0485c45a.pak			
22	Customized Subclass Icons	GraphicFade	CustomizedSubclassIcon_915fbc23-6453-4ee9-98ed-a4ff1ffc6d4a.pak			
23	VFX_Library_SHV	Shivero	VFX_Library_SHV_dd19db12-96c0-4bca-9ef6-e8d733801d23.pak			
24	VFX_Vault_SHV	Shivero	VFX_Vault_SHV_f51ce3e4-fe0d-42e8-a4f1-b7234c9b7e9c.pak			
25	VFX_Library_VladsGrimoire	VladmirFFXI	VladsGrimoire_0dd5b581-c210-4956-ab96-7682fb519de5.pak	Core, Icons, Library, Modder's Resource, Textures, VFX		
26	Icon_Library_SHV	Shivero	Icon_Library_SHV_e3df13c4-2180-46e6-af53-77c64354f30f.pak			
27	Permanent Passives	Armarui	Permanent Passives_a47f8c4c-fbc3-46ab-989a-e7bf81467a8c.pak			
28	COLORS - Custom Rarities	For_Kiramay	Colorsnewrarities 91a2adb5-B303-C25f-3b40-1bdc8adc0478.pak		GustavX	
29	Compatible Bodies Tooltip	Serpentine	Compatiblebodiestooltip-133-Ultrafashionista.pak			
30	Item Prefix for Sorting	Eola	ItemTags_148b8674-4193-413f-8df5-4b6f66cbcf10.pak			
31	DynamicSidebar169AH		Dynamicsidebar169ah 5474a353-875a-B0a4-3ce1-28eac17fb412.pak		ImpUI (ImprovedUI)	
32	Improved Equip Menu	sowww	ImprovedEquipMenu_c953c1b3-cf57-4688-9950-9fc6fdc23415.pak			
33	Display Status Immunities	KowboyBebop	DisplayStatusImmunities_b129fbc3-cd0c-4640-a49b-09b85b4403b3.pak			
34	VolitionCabinet	Volitio	VolitionCabinet_f97b43be-7398-4ea5-8fe2-be7eb3d4b5ca.pak	Core, Library		
35	Kekyll's Lab (Core Library)	drkekyll	KekyllsLab_021a277f-a31c-4047-bcdc-c7a753d1473e.pak			
36	Mod Configuration Menu	Volitio	BG3MCM_755a8a72-407f-4f0d-9a33-274ac0f0b53d.pak	API, Configuration, Framework, UI		
37	No Press Any Key Menu MCM	Caites & Volitio	NoPressAnyKeyMenuMCM_eb263453-0cc2-4f0c-2375-f4e0f60e8a12.pak			
38	Native Mod Configuration Menu - NMCM	Lukyrim	NMCM_ca8bfe06-88ec-a4e7-b49e-44eb5658f434.pak		GustavX	
39	CommunityLibrary	BG3 Community	CommunityLibrary_396c5966-09b0-40a1-af3f-93a5e9ce71c0.pak	API, CMTY, Core, Library		
40	BG3AF	Skiz, Satan, Lune	BG3AF_e641c689-4da2-42d0-a286-aeb962618556.pak			
41	QuickSmallAnimationThingy	rakor	QuickSmallAnimationThingy_0af8a272-88aa-c345-e4f6-8b60194c76e5.pak		GustavX, Mod Configuration Menu, BG3AF	
42	Auto Set Slot Visibility	Volitio	AutoSetSlotVisibility_a097d2f8-ac96-4460-9571-380b04e6a3f1.pak		Mod Configuration Menu	
43	Container Loot Control	Volitio	ContainerLootControl_ba11ef73-4dac-4443-aaea-40fec6097af7.pak		Mod Configuration Menu	
44	Character Preset Framework	Volitio	CPF_4fa17abe-993c-4e7e-ab2a-e7370b166ac9.pak		Mod Configuration Menu	
45	Custom Disguise Self Appearance	Volitio	CustomDisguiseSelfAppearance_ef97b68c-d884-4239-bafe-74293e24aea4.pak		Mod Configuration Menu, Character Preset Framework	
46	Dynamic Camera Rotation Sensitivity	Volitio	DynamicCameraRotationSensitivity_55405288-7f36-4086-81a0-e70cefec52d7.pak		Mod Configuration Menu	
47	Labeled Container Creator	Volitio	LabeledContainerCreator_f9e0b029-06e0-4ddd-9243-471785486532.pak		Mod Configuration Menu	
48	Party Weight Redistribution	Volitio	PartyWeightRedistribution_3e03a419-6568-4c12-ba0f-5baf7c307cd7.pak		Mod Configuration Menu	
49	Pause The Game	Volitio	PauseTheGame_3a9717d1-3bcd-4ca2-a4b9-9dbdefaa9add.pak	QualityOfLife	Mod Configuration Menu	
50	Post-Combat Cleanup	Volitio	PostCombatCleanup_1a46087f-d926-4a4e-ac55-49058ced5618.pak	Automation, MCM, QoL	Mod Configuration Menu	
51	Reduce NPC Banter Repetitiveness	Volitio	ReduceNPCBanterRepetitiveness_b162762e-a791-4a4a-a894-7772ada387dd.pak		Volition Cabinet, Mod Configuration Menu	
52	Smart Equipment Manager	Volitio	SmartEquipmentManager_144494af-25fc-416a-a7c8-d3a85a549885.pak		Mod Configuration Menu	
53	Speak With Dead Always Highlights Corpses	Volitio	SpeakWithDeadAlwaysHighlightsCorpses_972dab31-891d-4ca6-ab84-bcdbf21b3634.pak			
54	Dawnstar's Necromancy Spells	Dawnstar	Dawnstarsblackmagicspells 6ab03096-6cb0-Fd00-Ac8f-8776a95133da.pak		GustavX	
55	Dr. Kekyll's Grappling Framework	drkekyll	GrapplingFramework_239127c3-1efe-493d-85d3-8518c8d8819b.pak			
56	OsirisPackFramework	yBeast	Osirispackframework.pak		GustavX	
57	TagFramework	BG3-Community-Team	TagFramework_2cba831e-bc5e-4ed5-b831-b5c4580b02b0.pak	Template		
58	RaceInheritanceFramework	Kaz	Raceinheritanceframework D548bdd3 12a1 6047 6ac1 D5d1867d4e2f.pak		GustavX	
59	Randomized Item Framework	GraphicFade	Randomized Item Framework 413ec483-Da7b-Faeb-Ef42-B6b9fa7075fa.pak		GustavX	
60	DART (Dialogue and Reactivity Tags) Framework	Cheek	DART_65e55feb-aada-4fec-821f-7d913e9b4d82.pak			
61	AnimationUnlocker	XiphiasRex	Animationunlocker 7131033f-821a-3993-Dad4-5bc235cbeb3b.pak		GustavX	
62	Undead Thralls Fix	Sailor Cat	Undead Thralls Fix_65198f82-4248-48b4-aae6-992995b14074.pak	Fix, Necromancy, Wizard		
63	NecromancyExpanded	Korson	NecromancyExpanded_517c587c-f945-4522-89dc-7ba489b8f03e.pak			
64	Necromancy Reanimated	Sailor Cat	Animate Dead++_f323b958-b845-4c79-b139-d39570658fbb.pak	Fixes, Necromancy, QoL		
65	Animate Dead++ Spell List Addon	Sailor Cat	Animate Dead++ Spell List Addon_7ea10fb3-ccd0-44dd-bda6-7e2fc8628fb7.pak			
66	GlobeOfInvulnurability	A Human	GlobeOfInvulnurability_3c059bce-2432-aa44-95a6-7c07078951cd.pak		GustavX	
67	Sensible Ambushing	OsirisOfInternet	Sensible_Ambushing_1ea9eba9-5cc8-4c1f-9032-f9087f9b414c.pak	add41a41-a1a8-4405-ae7f-ce12a0788a1a	Mod Configuration Menu	
68	BW_Shaders	badwitch69	Bw Shaders Ecc3b91c-21df-2886-D4f4-11154c821d4e.pak			
69	Conjure Animals and Summon Beast Spells	ChizFreak	Conjureanimals2024 C70afd06-C2d8-0e94-Ab50-2a0a609c3bb4.pak		DiceSet_01, DiceSet_02, DiceSet_03, DiceSet_06, MainUI, ModBrowser, PhotoMode, CrossplayUI, Gustav, GustavDev, GustavX	
70	Who Runs the World? Tavs! SE Edition	Padme4000	Create_New_Tav_SEE_ccf5ac23-0cc9-4d38-805b-fe04c6a8c19a.pak		GustavX, Mod Configuration Menu	
71	Kay's Material Library	perseidipity	Kaymateriallibrary 896aa172-C026-9e72-7c91-9d67e17595e6.pak		GustavX	
72	AahzLib	Aahz	AahzLib_5d1bd6cb-6361-45ef-b20c-d997acfba822.pak	API, Core, Library		
73	Goon's Library	Goonsack	Goon's Library_07fbc2f1-f359-4b9d-b243-fe28bd783e4c.pak			
74	GizmoLib	RingoIp and Mazzle	GizmoLib_5b127407-1697-4c6b-986f-15fed6415375.pak		Mod Configuration Menu	
75	StarkMeiProbe	Stark	StarkMeiProbe_aa11bb22-cc33-4d44-8e55-ff6677889900.pak	Core, Icons, Library, Modder's Resource, Textures, VFX		
76	Mazzle_Lib	Mazzle	Mazzle_Lib_96bc14a7-733e-4bea-859d-3695d745efc1.pak		BG3MCM	
77	Loot Autoseller	FallenStar	Auto_Sell_Loot_0662253d-1cbf-479f-80c2-5878c6eb5a80.pak		BG3MCM	
78	Loot Autoseller Icon	blackninjato2	Auto_Sell_Loot_Icon_b0ecfcc8-8364-421d-ac57-614f6339774e.pak			
79	CustomCompanions	adriant1978	CustomCompanions_a6b6aaa8-88bd-11ee-908e-13034502ea2b.pak	Companions		
80	Mazzle's EZ-Documentation	Mazzle	Mazzle_Docs_ad95bd1c-1a80-45fb-b73b-9eea1f8e58d0.pak			
81	Tav's Clock	Mazzle	Tavs_Clock_d347879f-4a0f-4868-9987-528f21040d01.pak			
82	FreeCam	Mazzle	FreeCam_f0a0f197-8b85-438c-9a71-a9d76d0e9d70.pak		BG3MCM, Mazzle_Lib	
83	EasyCheat	Aahz	EasyCheat_5b5ad5b6-ce37-4a63-8dea-a1fee4cee156.pak	Cheats, QualityOfLife	Mod Configuration Menu	
84	Dual Wield Overhaul	Siael	OffHandExtraAttacks_e82d1d87-32fe-425d-8de0-fb81fd778347.pak			
85	HT_Camp Event Overhaul	HyperspaceTowel	Camp-Scene-Overhaul D756bfd1-E403-8ce1-9f81-C6c988a60837.pak		GustavX	
86	See Invisibility Rework	drkekyll	SeeInvisRework_069e5871-efe8-44bb-b02a-fe957df5ae0e.pak			
87	Bleeding Overhaul	ShadyDax	Bleeding_Overhaul_1850c081-9a44-44be-9ed3-0fdfb24f0124.pak			
88	Goon's Condition & Surface Overhaul	Goonsack	Goon_Condition_Surface_Overhaul_d9403cba-2f48-4f26-9710-f4be44e076b7.pak		Goon's Library	
89	Goon's Attack of Opportunity Overhaul	Goonsack	Goon's Attack of Opportunity Overhaul_682e9bdc-9887-4de7-a6f8-a21ef2b8290c.pak		Goon's Library, Mod Configuration Menu	
90	Goon's Barbarian Overhaul	Goonsack	Goon_Barbarian_Overhaul_55ff4fda-2514-4ae9-943e-ca60e51395f5.pak			
91	Goon's Bard Overhaul	Goonsack	Goon_Bard_Overhaul_5d30ddb4-929c-455d-8ed0-d32c5451ccd0.pak			
92	Goon's Cleric Overhaul	Goonsack	Goon_Cleric_Overhaul_ed2a01d9-05f9-40a1-821d-c31dcbc77c19.pak			
93	Goon's Fighter Overhaul	Goonsack	Goon_Fighter_Overhaul_740d328b-90e1-4cac-8899-1cca15b7dc55.pak		Goon's Library	
94	Goon's Paladin Overhaul	Goonsack	Goon_Paladin_Overhaul_dcbb4c7f-a112-4c0f-9644-91d8a16db127.pak			
95	Goon's Druid Overhaul	Goonsack	Goon_Druid_Overhaul_c534d6d5-7c82-4154-bea8-d1c45f11b1bc.pak			
96	Dynamic Wildheart	Armarui	Dynamic Wildheart_dbf0b4ee-5614-4b05-b77c-b71ec8cf9eae.pak			
97	Goon's Barbarian Overhaul - Dynamic Wildheart Patch	Goonsack	Goon's Barbarian Overhaul - Dynamic Wildheart Patch_4202092c-204a-4d1c-bdb1-c33e4dc56e64.pak			
98	Goon's Ranger Overhaul	Goonsack	Goon_Ranger_Overhaul_46cccb24-5121-4bbc-8e2b-f1612463efdb.pak			
99	Goon's Sorcerer Overhaul	Goonsack	Goon_Sorcerer_Overhaul_e3249bd2-06ca-4af4-b3e6-2e4a83839161.pak		Goon's Library	
100	Goon's Wizard Overhaul	Goonsack	Goon_Wizard_Overhaul_a97e37a7-54ed-4b70-aad2-18b16f744943.pak			
101	Level_9_Hotbar_Slots	Kane1073	Level 9 Hotbar Slots 2c92a4e4-A565-A60d-Df27-120fbe28dce4.pak		GustavX	
102	Wet Status Rebalance	ChizFreak	Wetstatusrebalance 2afdc45b-6de1-Fb9f-3a09-998858a3dcf1.pak		GustavX	
103	Downed Condition 5E	ChizFreak	Downed5e 44c6d04e-C32f-2aa7-234a-44a848407c2b.pak		GustavX	
104	MusicPerformWorkaround	Ariefel	MusicPerformWorkaround_a634d210-9926-494d-95bd-f263a092790e.pak		GustavX	
105	BooksCollector	SwissFred	Bookscollector E4561613-0a44-7c53-57ef-9ffa21c03592.pak		GustavX	
106	Invisible Party	SwissFred	Invisibleparty 1c57abc8-4816-Cb7d-0356-63e495fa9141.pak		GustavDev, GustavX	
107	Post-Battle Refresh	SwissFred	Postbattlerefresh 6227a1d9-8533-1d64-9a05-0adafcfd94ec.pak		GustavX	
108	Merchant's Chest	SwissFred	MerchantsChest_d52251d7-183f-8542-d185-b07c2647470a.pak		GustavX	
109	SaveRestoreStash	SwissFred	SaveRestoreStash_19ea3076-d7dd-4897-bec8-eb3e7ba04839.pak			
110	The Herbalist	SwissFred	Theherbalist C3c4b8a2-4463-B6d7-F613-018e99bcd8a2.pak		GustavX	
111	AlfiraJoinsTheParty	adriant1978	Alfirajoinstheparty 3539eba9-6d77-C53d-1009-B3c77c9cd04c.pak		DiceSet_01, DiceSet_02, DiceSet_03, DiceSet_06, MainUI, ModBrowser, PhotoMode, CrossplayUI, Gustav, GustavDev, GustavX	
112	Inspirations Uncapped	RealityThreek	Inspirationsuncapped 742764d7-721f-A83d-D540-9b8eec8f45a0.pak		GustavDev	
113	Consequential_Wildshape	A Human	Consequential_Wildshape_252bc65c-bb2a-589c-3ced-95388fa8798b.pak		GustavX	
114	True Third-Person Camera		TrueThirdPersonCameraMCM_6e84559a-1b7a-4441-bfc6-c2bae5538491.pak			
115	Fabled Backgrounds	Dungeons and Souls	Fabled Backgrounds_52d38301-6b0b-4608-b058-815d53b95b8e.pak			
116	Fabled Faerun	Dungeons and Souls	Fabled Faerun_23c15882-31ad-4aa3-93c5-02a3c7f4a5b1.pak			
117	chooseyourstats	LostSoulMan	chooseyourstats_a88d400b-febb-4662-abdd-5d0b5d6e57cc.pak			
118	MizoraHumanForm	PoisonValentineXIII	Mizorahumanform 5cad1e20-6179-3a76-Fa51-De65b2ff4eed.pak		GustavX	
119	Witches Cauldrons and Recipes	Cayssac	TOADPOT_b3ee1377-bc0d-4497-bd1c-42a07e568c0e.pak			
120	Druid Wildshape Addons	Freja	Druidwildshapeaddons Patch8 11d4771e-B1ae-C89e-373c-A7fd6e7e9121.pak		GustavX	
121	Traps Force Turn Based	Nzx	TrapsTurnBased_97b4e4e7-c5dc-40f0-b1d0-7da98b2a1073.pak			
122	Wye Fey Potions	Nzx	WyeFeyPotions_93aa6d3d-96d4-4323-9635-0165b3926aba.pak			
123	Nearby Loot Scan	Eola	NearbyLootScan_6f32203b-d69d-13fc-2c7b-b8b12bca7f00.pak		GustavX, Mod Configuration Menu	
124	Improved Scroll Tooltips	sowww	ImprovedScrollTooltips_b9eafa22-3081-46b8-b908-520afc5b8af3.pak			
125	Slots	rakor	Slots 5d109bfd-C3f4-53c1-C1de-9e318e6d4c36.pak		GustavX, Mod Configuration Menu	
126	UAWarCaster	wesslen	UAWarCaster_61a154cf-07a9-42bf-b209-1d562770a520.pak			
127	UAWarCasterUpcasting	wesslen	UAWarCasterUpcasting_e797c3b0-f63c-45b7-8e97-cef77e6b1af4.pak			
128	UAWarCaster5eSpells	wesslen	UAWarCaster5eSpells_52fbf3db-552a-4315-a3b5-fb68b440e49a.pak			
129	UAWarCasterLenient	wesslen	UAWarCasterLenient_ca739d43-fa9c-478c-b09f-6a1deddeb1f0.pak			
130	UAWarCasterMystrasSpells	wesslen	UAWarCasterMystrasSpells_45e8c601-cba4-432e-85a2-92a2b2018227.pak			
131	UAWarCasterCriticalMiss	wesslen	UAWarCasterCriticalMiss_d6fc3aac-4715-46ac-8414-a8aacce8a5eb.pak			
132	DatabaseCleaner	wesslen	DatabaseCleaner_08e267cf-bf28-4e29-8711-8282ed017fcb.pak			
133	Summon Initiative Fixer	drkekyll	SummonInitiativeFixer_914bc22a-8a96-44d5-a354-c032f4b43e73.pak			
134	Bonk Enhanced	Goonsack	Bonk Enhanced_95af5329-5b26-4647-bc7d-87b743ad2eb1.pak			
135	Console Commands	Sailor Cat	End Turn_3fe1bccd-53b2-460e-ab69-c8f7a8da729c.pak			
136	Multiclassing FIX for Container spells	KowboyBebop	ContainerSpellsMulticlassingFix_f41bd8cf-43f3-4519-a401-5628abb76c63.pak			
137	Create or Destroy Water: Multiclassing FIX	KowboyBebop	CreateOrDestroyWaterMulticlassingFix_aacdf7bd-6c01-49bf-9d48-e3fdf4582849.pak			
138	Safe Travel - Add New Levels to Vanilla	For_Kiramay	Safetravel 599b7ee9-2785-8e63-5aa0-9574aa8cb82a.pak		GustavX	
139	Amaunator's Clock	For_Kiramay	Amaunclock 0dc66b60-F649-4615-C57a-12fe0431fa6f.pak		GustavX	
140	Butterflies and Dragonflies	For_Kiramay	Butterfliesdragonflies B389d092-367c-0df5-Fa3e-16e676bad5a7.pak		GustavX	
141	Change Names and Titles	For_Kiramay	Rename Ebd350c8-Aef4-0599-3a42-7c9f6993f47f.pak		GustavX	
142	Choose Your Camp	For_Kiramay	Campselector 8c02baf3-C697-3ee4-523b-010f75a833fb.pak		GustavX	
143	Flight	For_Kiramay	Flight 28a71a1a-Efb8-4d5d-A24e-4f6a4e3c9db0.pak		CrossplayUI, DiceSet_01, DiceSet_02, DiceSet_03, DiceSet_06, MainUI, ModBrowser, PhotoMode, Gustav, GustavDev, GustavX	
144	Hide Equipment Slots	For_Kiramay	Hideslots 1c4c458d-1558-1030-935b-1c82c13efe4a.pak		GustavX	
145	Kira's Non-Lethal Extended	For_Kiramay	Nonlethalcaster C9f4d83e-B23c-5942-2863-B6857553200e.pak		GustavX	
146	Kira's Secret Cow Level	For_Kiramay	Kirassecretcowlevel A72a5aae-A269-1e80-E4ba-8ed39aafd990.pak		GustavX	
147	Loadout Swap	For_Kiramay	Loadoutswap 979fbc4e-7f3b-753d-6963-92bb19848a9d.pak		GustavX	
148	Marching Band - Perform While Moving	For_Kiramay	Marchingband 3bc1e5ad-B7e6-227e-5fff-6e37448bf0f6.pak		GustavX	
149	Move Camp Spawns	For_Kiramay	Movecampspawns B073cb2b-Ea7f-E3b4-37c5-49a99ec03133.pak		GustavX	
150	No Unlimited Arrows	For_Kiramay	Nofreearrows F7aef97f-Cbdb-449f-806b-7728b08981d8.pak		GustavX	
151	Nothing is Unique	For_Kiramay	Notunique 73d5d9aa-48e2-0050-2470-1ff857abfc50.pak		GustavX	
152	Skip Act 1	For_Kiramay	Superskipact1 4cf06668-C9d1-0ddc-F3b5-Bb61c4a3b68d.pak		GustavX	
153	THE REALTOR - Player Housing	For_Kiramay	Realtor F82a47de-4a4a-Ab7c-D3dd-87e5e0caf4e1.pak		DiceSet_01, DiceSet_02, DiceSet_03, DiceSet_06, MainUI, ModBrowser, PhotoMode, CrossplayUI, Gustav, GustavDev, GustavX	
154	Treehome - Persistent Player Housing	For_Kiramay	Treehome 32f69441-Ea04-B3af-Ace3-64fbf0bfc5c2.pak		DiceSet_01, DiceSet_02, DiceSet_03, DiceSet_06, MainUI, ModBrowser, PhotoMode, CrossplayUI, Gustav, GustavDev, GustavX	
155	Vanishing Powder	For_Kiramay	Vanish E55a588c-98b8-22b5-5f84-C72f9a4dbd28.pak		GustavX	
156	Noah Combat Behavior Fix	iNoah	Noah Combat Behavior Fix A7a6f5cd-F443-3ac5-409b-Ba15debda15d.pak		GustavX	
157	Easy Toggle Tutorial Chest	Kharneth	Easytoggletc 84ecbc58-B82a-0f4c-34c2-Be845ad4590b.pak		GustavDev	
158	ContainersExtended	darkcharl	ContainersExtended_b77a6f3e-3c7a-405f-a6bf-6ccf8e549a8c.pak			
159	ContainersExtendedStartingEquipment	darkcharl	ContainersExtendedStartingEquipment_3afcbb5f-5bea-4a57-bc9a-ae28c710cbb1.pak		ContainersExtended	
160	ContainersExtendedExtraplanar	darkcharl	ContainersExtendedExtraplanar_49f75771-19c4-42a6-8a85-a74cea7ae3de.pak		ContainersExtended	
161	Wish Spell	Sailor Cat	Wish_c5786672-3c9d-4bfb-a777-e92fb962fab5.pak			
162	Awakened Blood of Lathander	Siael	ABoL_76307fbd-505d-4247-b263-0392f291e885.pak			
163	Mushroom_Hat_For_All	Klara_Hasti	Mushroom Hat E57d8475-47cd-7038-A66c-F3f4b64e9f4a.pak		GustavX	
164	Ranged Weapons Rebalance	ChizFreak	Rangedweaponsrangerework 02716bb1-E78b-14ce-A5fe-C9732df396d7.pak		GustavX	
165	Mythral accessories	hijimare	Mythral_accessories_a5afa0cb-6ec5-409c-a6ee-ed3409321ecc.pak			
166	Ornamental Leg Accessories	baeator	ornamentalLeg_d3b7cffb-4072-4e48-8660-f3c627a3037a.pak			
167	Celestial Threads	arideyya	CelestialThreads_6481d93e-f260-490a-92fa-a5555aa3ee60.pak			
168	DewLily	arideyya	DewLily_8eb973c7-eb49-4b3e-9c0d-d35681bfb5dd.pak			
169	Nacre	arideyya	Nacre_ca71ebb9-5362-4211-bcb5-f700d6619b09.pak			
170	Ember's Wardrobe	Ariefel	Emberswardrobe 334ba284-8488-C63b-368e-82e514346958.pak		GustavX	
171	Ember's Lute (A Music Performance Mod)	Ariefel	EmbersLute_81466e63-9b81-1715-5188-5eecf54622e6_17ed9aa5-40e7-4c49-ac10-a0feb1ffeaa9.pak		DiceSet_02, DiceSet_03, DiceSet_06, MainUI, ModBrowser, PhotoMode, CrossplayUI, DiceSet_01, Gustav, GustavDev, GustavX	
172	Ember's Lute (Celestial Instruments)	Ariefel	Emberlute Celestiallyre 4374c4e1 Be02 D9c9 B47a 429f0504f76b.pak		GustavDev, Ember's Lute (A Music Performance Mod)	
173	Ember's Enchanted Instruments - Lutes	Ariefel	Enchantedlutes 1fa5635b D2d9 A787 De32 38ad8b05ef2f.pak		GustavX	
174	Dancing Bone Drums	Ariefel	Dancingbonedrums B3e7f2b8 Ce85 F211 F1bd 0a6983caaf6e.pak		GustavX	
175	Ember's Wardrobe - Thirteen Hour Court	Ariefel	Emberswardrobe-Gk 3e2f33ec-E774-46df-A98c-6d550ac62957.pak		DiceSet_01, DiceSet_02, DiceSet_03, DiceSet_06, MainUI, ModBrowser, PhotoMode, CrossplayUI, Gustav, GustavDev, GustavX	
176	Ember's Wardrobe - Thirteen Hour Court Regalia (4K)	Ariefel	EmbersWardrobe-GK-4K_5ab666e5-d2c1-d68e-04a4-189143d1d1f3.pak		DiceSet_01, DiceSet_02, DiceSet_03, DiceSet_06, MainUI, ModBrowser, PhotoMode, CrossplayUI, Gustav, GustavDev, GustavX, Ember's Wardrobe - Thirteen Hour Court	
177	Ember's Enchanted Instruments - Drums	Ariefel	Enchanteddrums Bed06308 B5e8 C9ea 2eae A5d0dea7b6bd.pak		GustavX	
178	Ember's Enchanted Instruments - Drums 4K	Ariefel	Enchanteddrums4k D9cc464b Cca9 8840 4588 C17bd05b81ec.pak		Ember's Enchanted Instruments - Drums	
179	Verbena's nymph clothes	Bububull	nymph_clothes_d8976fcb-6671-41db-a786-69a8eb60f279.pak			
180	RaritiesOfTheRealms	clintmich	RaritiesOfTheRealms_d23881c2-f6b5-4e64-a2fe-f55c9538ab1e.pak			
181	Elle_Nature_Garb	Elledwyn	Elle Nature Garb Aa7ad48e-Babd-Fca4-870a-041cbe20787d.pak		DiceSet_01, DiceSet_02, DiceSet_03, DiceSet_06, MainUI, ModBrowser, PhotoMode, CrossplayUI, Gustav, GustavDev, GustavX	
182	Guts Armor Sets	hijimare	Guts_Armor_Sets_7a834bba-6512-45cf-b92e-0d4945e87a74.pak			
183	Daenerys' Outfit	TashaWeeds	TW_Outfits_Dae_f7fa49bf-6646-4b45-8baf-9271c60f2e59.pak			
184	Myky's Accessories	myky	Myky's Accessories.pak		GustavX	
185	Tavs_Glasses	tristellini	Tavs_Glasses_c99c59f9-ec3d-4e0d-923c-ac2ce2446b4d.pak			
186	Faerun_Hunter_Shared_MT	KaNut	Faerun Hunter Shared Mt 10010.pak		GustavX	
187	Faerun_Hunter_XuWu	KaNut	Faerun Hunter Xuwu 10021.pak		DiceSet_01, DiceSet_02, DiceSet_03, DiceSet_06, MainUI, ModBrowser, PhotoMode, CrossplayUI, Gustav, GustavDev, GustavX, Faerun_Hunter_Shared_MT	
188	Faerun_Hunter_LaLaBarina	KaNut	Faerun Hunter Lalabarina 10012.pak		DiceSet_01, DiceSet_02, DiceSet_03, DiceSet_06, MainUI, ModBrowser, PhotoMode, CrossplayUI, Gustav, GustavDev, GustavX, Faerun_Hunter_Shared_MT	
189	BW_Gothic_Lingerie	badwitch69	BW_Gothic_Lingerie_37a21192-8f43-ccbe-ab2c-6ad53444bd63.pak			
190	BW_BDO_Nightveil	badwitch69	Bw Bdo Nightveil 6bfee1f7-5e7c-4b97-2a32-13118eeb5dae.pak			
191	BW_Saint_of_Decadence	badwitch69	Bw Saint of Decadence 62a000e4-F0e9-E029-79fc-6f8e8486fe0a.pak			
192	BW_Gossamer_Allure	badwitch69	Bw Gossamer Allure 70ff8b6e-Ad1d-2aa0-1161-Dce29cc4d31b.pak			
193	BW_Crimson_Rose	badwitch69	Bw Crimson Rose 34dc7bef-318c-55c9-4df0-7fdbbf089ef2.pak			
194	BW_Astral_Nomad	badwitch69	Bw Astral Nomad Baed982a-4f34-Ede9-F2d6-6781a326e947.pak		BW_Shaders	
